_id,_labels,description,feature,name,_start,_end,_type,name
55,:Knowledge,"JComponent是Container的子类，因此JComponent子类创建的组件也都是容器。容器经常用来添加组件。JFrame是底层容器，本节提到的容器被习惯地称做中间容器，中间容器必须被添加到底层容器中才能发挥作用。
1．JPanel 面板: 
   构造方法：JPanel() ；如： JPanel p=new JPanel(); 
   常用方法：public void add();
   使用JPanel创建面板，再向这个面板添加组件，然后把这个面板添加到其它容器中。JPanel面板的默认布局是FlowLayout布局。
2．滚动窗格JScrollPane:
  构造方法：JScrollPane() ;JScrollPane(Component?view)                       JScrollPane(int?vsbPolicy, int?hsbPolicy) 
  其中参数：int HORIZONTAL_SCROLLBAR_ALWAYS 等
  常用方法：public JViewport getViewport()
                      public void setViewport(JViewport?viewport)  
  例如：可以将文本区放到一个滚动窗格中。
       JScorollPane scroll=new JScorollPane(new JTextArea()); 
3.拆分窗格JSplitPane:窗格有两种类型：水平拆分和垂直拆分
 常用的构造方法：
  (1)JSplitPane(int a,Component left,Component right) 
    创建一个具有指定方向和不连续重绘的指定组件的新 JSplitPane.
其中:JSplitPane.HORIZONTAL_SPLIT 或 JSplitPane.VERTICAL_SPLIT  
  (2)JSplitPane(int a, boolean b,Component c,Component d)  
   创建一个具有指定方向、重绘方式和指定组件的新 JSplitPane.
 常用方法：
   public void setLeftComponent(Component?comp)
   public void setRightComponent(Component?comp) ",key,常用容器,,,,
56,:Knowledge,"当把组件添加到容器中时，希望控制组件在容器中的位置，这就需要学习布局设计的知识。
我们将分别介绍java.awt包中的FlowLayout、BorderLayout、CardLayout、GridLayout布局类和java.swing.border包中的BoxLayout布局类。
   
容器可以使用方法：
           setLayout(布局对象);
   来设置自己的布局，控制组件在容器中的位置
1．FlowLayout布局:是JPanel型容器的默认布局
 1)创建布局对象 : FlowLayout flow=new FlowLayout();
 2)容器con使用布局对象: con.setLayout(flow);
 3)con可以使用Container类提供的add方法将组件顺序地添加到容器中
    FlowLayout布局对象调用相应的方法可以重新设置布局的对齐方式等.
    如： public void setAlignment(int?align) 
2．BorderLayout布局:
 BorderLayout 布局是Window型容器的默认布局 。
 使用BorderLayout布局的容器con，可以使用add方法将一个组件b添加到中心区域：con.add(b,BorderLayout.CENTER);
            或  con.add(BorderLayour.CENTER,b); 
3．CardLayout 布局 :  使用CardLayout的一般步骤如下：
   1)创建CardLayout对象 CardLayout card=new CardLayout();
   2)为容器设置布局 con.setLayout(card);
   3)容器调用add(String s,Component b)将组件b加入容器，并给出了显示该组件的代号s。
   4)布局对象card用CardLayout类提供的show()方法，显示容器con中组件代号为s的组件：card.show(con,s);
   使用CardLayout 的容器可以容纳多个组件，但是实际上同一时刻容器只能从这些组件中选出一个来显示，就像一叠“扑克牌”每次只能显示最上面一张一样，这个被显示的组件将占据所有的容器空间，依次排序
4．GridLayout布局 :
   GridLayout布局策略是把容器划分成若干行乘若干列的网格区域，组件就位于这些划分出来的小格中。 GridLayout布局编辑器的一般步骤如下：
   1)创建布局对象，指定划分网格的行数m和列数n
   GridLayout grid=new new GridLayout(10,8); 
   2)使用GridLayout布局的容器调用方法add(Component c)将组件c加入容器。 
5．BoxLayout布局:
   使用盒式布局的容器将组件排列在一行或一列 .BoxLayout布局的一般步骤如下：
   1)创建布局对象，使用BoxLayou的构造方法BoxLayout(Container con，,int axis)可以创建一个盒式布局对象. 
  2)可以使用Box类的类（静态）方法 createHorizontalBox()获得一个具有行型盒式布局的盒式容器；  使用Box类的类（静态）方法 createVerticalBox()获得一个具有列型盒式布局的盒式容器。 
   3)控制盒式布局容器中组件之间的距离 
   Box类调用静态方法createHorizontalStrut(int width)可以得到一个不可见的水平Struct对象，称做水平支撑。 Box类调用静态方法createVertialStrut(int height)可以得到一个不可见的垂直Struct对象，称做垂直支撑。
   例子5  Example9_5.java  WindowBoxLayout.java 
   两个列型盒式容器boxV1、boxV2和一个行型盒式容器baseBox。
   在列型盒式容器的组件之间添加垂直支撑，控制组件之间的距离，将boxV1、boxV2添加到baseBox中，并在它俩之间添加了水平支撑。程序运行效果如图9.6。
 6．null布局 : 
   空布局容器可以准确地定位组件在容器的位置和大小。组件调用setBounds(int a,int b,int width,int height)方法可以设置本身的大小和在容器中的位置     

",key,常用布局,,,,
58,:Knowledge,"1．事件源 :能够产生事件的对象都可以成为事件源 .

 2．监视器 :事件源通过调用相应的方法将某个对象注册为自己的监视器。对于文本框，这个方法是：addActionListener(监视器);
       java语言中监视器都是使用接口来实现的。事件源注册监视器之后，相应的操作就会导致相应的事件的发生，并通知监视器，监视器就会作出相应的处理。 
 3．处理事件的接口:
   监视器负责处理事件源发生的事件。监视器是一个对象，为了处理事件源发生的事件，监视器这个对象会自动调用接口中一个方法来处理事件。 
    Java规定：为了让监视器这个对象能对事件源发生的事件进行处理，创建该监视器对象的类必须声明实现相应的接口，那么当事件源发生事件时，监视器就自动调用被类重写的某个接口方法(如图9.7)。

",key,事件处理模式,,,,
59,:Knowledge,"1.ActionEvent事件源 :
    文本框、按纽、菜单项、密码框和单选按纽都可以触发ActionEvent事件，即都可以成为ActionEvent事件的事件源。 
 2.注册监视器: ActionListener接口作为监视器
    事件源.addActionListener(ActionListener listen)
   将实现ActionListener接口的类的实例注册为事件源的监视器。 
 3.ActionListener接口：重写接口中的方法作为事件处理。
    ActionListener接口在java.awt.event包中,该接口中只有一个方法:
    public void actionPerformed(ActinEvent e) 
        事件源触发ActionEvent事件后，监视器将发现触发的ActionEvent事件，然后调用接口中的这个方法对发生的事件作出处理。ActionEvent类事先创建的事件对象就会传递给该方法的参数e。  
4.ActionEvent类中的方法:下面的方法能够获取发生动作的事件源。
   public Object getSource() 
      调用该方法可以获取发生ActionEvent事件的事件源对象的引用。
   public String getActionCommand() 
      调用该方法可以获取发生ActionEvent事件时，和该事件相关的一个命令字符串",key,ActionEvent事件,,,,
60,:Knowledge,"1．ItemEvent事件源 :选择框、下拉列表都可以触发ItemEvent事件。
2．注册监视器:ItemListener接口作为监视器
     事件源.addItemListener(ItemListener listen)
     将实现ItemListener接口的类的实例注册为事件源的监视器。 
3．ItemListener接口:重写方法作为事件处理
    ItemListener接口在java.awt.event包中,该接口中只有一个方法
    public void itemStateChanged(ItemEvent e) 
    事件源触发ItemEvent事件后，监视器将发现触发的ItemEvent事件，然后调用接口中的itemStateChanged(ItemEvent  e)方法对发生的事件作出处理。ItemEvent类事先创建的事件对象就会传递给该方法的参数e。 
4．ItemEvent类中的方法 :
    getSource()方法返回发生Itemevent事件的事件源外
    getItemSelectable()方法返回发生Itemevent事件的事件源。",key,ItemEvent事件,,,,
61,:Knowledge,"1．DocumentEvent事件源 :文本区所维护的文档能触发DocumentEvent事件  2．注册监视器:DocumentListener作为监视器
     addDucumentListener(DocumentListener listen)
     将实现DocumentListener接口的类的实例注册为事件源的监视器。 
3．DocumentListener接口:重写接口中的方法作为事件处理
    DocumentListener接口在javax.swing.event包中，该接口中有三个方法：
          public void changedUpdate(DocumentEvent e)    
    public void removeUpdate(DocumentEvent e)
    public void insertUpdate(DocumentEvent e)
",key,DocumentEvent事件,,,,
62,:Knowledge,"任何组件上都可以发生鼠标事件，如：鼠标进入组件、退出组件、在组件上方单击鼠标、拖动鼠标等都触发鼠标事件，即导致MouseEvent类自动创建一个事件对象。 
1．使用MouseListener接口可以处理以下5种操作触发的鼠标事件
    在事件源上按下鼠标键、在事件源上释放鼠标键、在事件源上击鼠标键、鼠标进入事件源、鼠标退出事件源。
注册监视器:MouseListener接口作为监视器
     事件源.addMouseListener(MouseListener listener)。 
MouseListener接口中有如下方法：重写方法作为事件源的处理 
   mousePressed(MouseEvent) 负责处理在组件上按下鼠标键触发的鼠标事件
   mouseReleased(MouseEvent) 负责处理在组件上释放鼠标键触发的鼠标事件
   mouseEntered(MouseEvent) 负责处理鼠标进入组件触发的鼠标事件
   mouseExited(MouseEvent) 负责处理鼠标离开组件触发的鼠标事件
   mouseClicked(MouseEvent) 负责处理在组件上单击鼠标键触发的鼠标事件
MouseEvent 中有下列几个重要的方法：
     getX() 获取鼠标指针在事件源坐标系中的x-坐标。
     getY() 获取鼠标指针在事件源坐标系中的y-坐标。
     getModifiers() 获取鼠标的左键或右键。
     getClickCount() 获取鼠标被单击的次数。
     getSource() 获取发生鼠标事件的事件源。
2．使用MouseMotionListener接口可以处理以下两种操作触发的鼠标事件，  在事件源上拖动鼠标、在事件源上移动鼠标。
 事件源注册监视器的方法是
     addMouseMotionListener(MouseMotionListener listener)。 
 MouseMotionListener接口中有如下方法：
     mouseDragged(MouseEvent)  负责处理拖动鼠标触发的鼠标事件。
    mouseMoved(MouseEvent)  负责处理移动鼠标触发的鼠标事件。",key,MouseEvent事件,,,,
63,:Knowledge,"1．焦点事件源 :组件可以触发焦点事件。 
 2．注册监视器:组件可以使用
    addFocusListener(FocusListener listener)
     注册焦点事件监视器。 
 3．FocusListener接口 :
        创建监视器的类必须要实现FocusListener接口，该接口有两个方法：
      public void focusGained(FocusEvent e)
      public void focusLost(FocusEvent e)
        当发生FocusEvent事件时，监视器调用类实现的接口中的相应方法。
 4．组件也可调用
       public boolean requestFocusInWindow()
    方法可以获得输入焦点。 ",key,焦点事件,,,,
64,:Knowledge,"当一个组件处于激活状态时，敲击键盘上一个键就导致这个组件触发键盘事件。
1.某个组件使用addKeyListener方法注册监视器。
2.接口KeyListener中有如下方法：
     public void keyPressed(KeyEvent e),
  public void keyTyped(KeyEvent e),
  public void KeyReleased(KeyEvent e)  
3.相关方法：
   public int getKeyCode()判断哪个键被按下、敲击或释放,返回一个键码值 。      
   getKeyChar()判断哪个键被按下、敲击或释放，返回键上的字符。",key,键盘事件,,,,
65,:Knowledge,"JFrame及子类创建的窗口可以调用
        setDefaultCloseOperation(int operation);
方法设置窗口的关闭方式（如前面各个例子所示）.
但是setDefaultCloseOperation方式可能不能满足程序的需要，比如，用户单击窗口上的关闭图标时，可能程序需要提示用户是否需要保存窗口中的有关数据到磁盘等 .",key,窗口事件,,,,
66,:Knowledge,"匿名类的方便之处是匿名类的外嵌类的成员变量在匿名类中仍然有效，当发生事件时，监视器就比较容易操作事件源所在的外嵌类中的成员.当事件的处理比较简单、系统也不复杂时，使用匿名类做监视器是一个不错的选择。
   让事件源所在的类的实例作为监视器，能让事件的处理比较方便，这是因为，监视器可以方便的操作事件源所在的类中的其他成员。当事件的处理比较简单，系统也不复杂时，让事件源所在的类的实例作为监视器是一个不错的选择。",key,匿名类实例或窗口做监视器,,,,
67,:Knowledge,"1.授权模式
   Java的事件处理是基于授权模式，即事件源调用调用方法将某个对象注册为自己的监视器。
2.接口回调 
   addXXXListener(XXXListener listener)方法中的参数是一个接口，listener可以引用任何实现了该接口的类所创建的对象，当事件源发生事件时，接口listener立刻回调被类实现的接口中的某个方法。
3.方法绑定 
   当事件源触发事件发生后，监视器准确知道去调用哪个方法。
4.保持松耦合 
   当事件源触发事件发生后，系统知道某个方法会被执行，但无须关心到底是哪个对象去调用了这个方法，因为任何实现接口的类的实例(做为监视器)都可以调用这个方法来处理事件。    ",key,事件总结,,,,
70,:Knowledge,"消息对话框是有模式对话框，进行一个重要的操作动作之前,最好能弹出一个消息对话框。可以用javax.swing包中的JOptionPane类的静态方法:
    public static void showMessageDialog(
                       Component parentComponent,
                       String message,
                       String title,
                       int messageType)
    创建一个消息对话框。",common,消息对话框,,,,
71,:Knowledge," 输入对话框含有供用户输入文本的文本框、一个确认和取消按钮，是有模式对话框 。
     可以用javax.swing包中的JOptionPane类的静态方法：
  public static 
         String showInputDialog(Component parentComponent,
                                      Object message,
                                      String title,
                                      int messageType)
  创建一个输入对话框。",common,输入对话框,,,,
72,:Knowledge,"确认对话框是有模式对话框。
可以用javax.swing包中的JOptionPane类的静态方法:
public static int showConfirmDialog(Component parentComponent,
                                    Object message,
                                    String title,
                                    int optionType)
得到一个确认对话框。",common,确认对话框,,,,
73,:Knowledge,"可以用javax.swing包中的JColorChooser类的静态方法: public static Color showDialog（Component component,        
                                        String title,
                                        Color initialColor）
创建一个有模式的颜色对话框。",common,颜色对话框,,,,
74,:Knowledge,"创建对话框与创建窗口类似，通过建立JDialog的子类来建立一个对话框类，然后这个类的一个实例，即这个子类创建的一个对象，就是一个对话框。对话框是一个容器，它的默认布局是BorderLayout，对话框可以添加组件，实现与用户的交互操作。 

构造对话框的2个常用构造方法
JDialog() 构造一个无标题的初始不可见的对话框，对话框依赖一个默认的不可见的窗口，该窗口由Java运行环境提供。
JDialog(JFrame owner) 构造一个无标题的初始不可见的无模式的对话框，owner是对话框所依赖的窗口，如果owner取null，对话框依赖一个默认的不可见的窗口，该窗口由Java运行环境提供。",common,自定义对话框,,,,
76,:Knowledge,"1．DefaultMutableTreeNode节点
DefaultMutableTreeNode类的两个常用的构造方法是：
DefaultMutableTreeNode(Object userObject)
DefaultMutableTreeNode(Object userObject,boolean allowChildren)
2．树上的TreeSelectionEvent事件 
addTreeSelectionListener(TreeSelectionListener listener)
方法获得一个监视器。",common,树组件,,,,
77,:Knowledge,"表格组件以行和列的形式显示数据，允许对表格中的数据进行编辑。表格的模型功能强大、灵活并易于执行。表格是最复杂的组件，对于初学者，这里只介绍默认的表格模型。
 JTable有7个构造方法，这里介绍常用的三个。
     JTable() 创建默认的表格模型。
     JTable(int a,int b) 创建a行,b列的默认模型表格
     JTable (Object data[][],Object  columnName[]) 创建默认表格模型对象，并且显示由data指定的二维数组的值，其列名由数组columnName指定。
 通过对表格中的数据进行编辑，可以修改表格中二维数组data中对应的数据数据。在表格中输入或修改数据后，需按回车或用鼠标单击表格的单元格确定所输入或修改的结果。当表格需要刷新显示时，让表格调用repaint方法。",common,表格组件,,,,
218,:Knowledge,Java的平台无关性让Java成为编写网络应用程序的佼佼者，而且Java也提供了许多以网络应用为核心的技术，使得Java特别适合于网络应用软件的设计与开发,common,网络地位,,,,
219,:Knowledge,"是一门很好的面向对象语言,通过学习Java语言可以学习怎样使用对象来完成某些任务、掌握面向对象编程的基本思想. ",common,语言地位,,,,
220,:Knowledge,IT行业对Java人才的需求正在不断的增长，掌握Java语言及其相关技术意味着较好的就业前景和工作酬金。,common,需求地位,,,,
221,:Knowledge,Java是1995年6月由Sun公司引进到我们这个世界的革命性的编程语言。,common,先导知识,,,,
222,:Knowledge,1990年Sun公司成立了由James Gosling领导的开发小组，开始致力于开发一种可移植的、跨平台的语言，该语言能生成正确运行于各种操作系统、各种CPU芯片上的代码。他们的精心专研和努力促成了Java语言的诞生。,common,后继技术,,,,
223,:Knowledge,Java要比C++简单，C++中许多容易混淆的概念，或者被Java弃之不用了，或者以一种更清楚更容易理解的方式实现。,common,简单,,,,
224,:Knowledge,Java是面向对象的编程语言，本书将在第4章、第5章和第6章详细、准确地讨论类、对象、继承、多态、接口等重要概念。,common,面向对象,,,,
225,:Knowledge,在一个计算机上编译得到的字节码文件可以复制到任何一个安装了Java运行环境的计算机上直接使用。字节码由Java虚拟机负责解释运行，即Java虚拟机负责将字节码翻译成本地计算机的机器码，并将机器码交给本地的操作系统来运行。,key,平台无关,,,,
226,:Knowledge,Java的特点之一就是内置对多线程的支持。多线程允许同时完成多个任务。,common,多线程,,,,
227,:Knowledge,使用支持Java的浏览器时，可以放心地运行Java Applet程序，不必担心病毒的感染和恶意的企图。Java Applet程序由浏览器内置的Java运行环境负责解释执行，浏览器内置的Java运行环境不允许Java Applet程序访问当前浏览器上下文环境以外的其它部分。,common,安全,,,,
228,:Knowledge,Java程序的基本组成单元就是类，有些类是自己编写的，有一些是从类库中引入的，而类又是运行时动态装载的，这就使得Java可以在分布环境中动态地维护程序及类库。,common,动态,,,,
229,:Knowledge,"目前Java平台主要分为下列3个版本: 
	（1）Java SE（曾称为J2SE）称为Java标准版或Java 标准平台.  
	（2）Java EE（曾称为J2EE）称为Java企业版或Java企业平台.
	（3）Java ME（曾称为J2ME）称为Java微型版或Java小型平台.",common,三种平台,,,,
230,:Knowledge,"（1）下载JDK1.6。 本书将使用针对Window操作系统平台的JDK，因此下载的版本为jdk-6u13-windows-i586-p.exe。
（2）选择安装路径界面。为了便于今后设置环境变量，建议修改默认的安装路径为：D:\jdk1.6 。 ",common,Java SE安装,,,,
232,:Knowledge,JDK平台提供的Java编译器（javac.exe）和Java解释器（java.exe）位于Java安装目录的in文件夹中，为了能在任何目录中使用编译器和解释器，应在系统特性中设置path。对于Windows2000/2003/XP，右键单击“我的电脑”，在弹出的快捷菜单中选择“属性”，弹出“系统特性”对话框，再单击该对话框中的“高级选项”，然后单击按钮“环境变量”，添加系统环境变量。如果曾经设置过环境变量path，可单击该变量进行编辑操作，将需要的值(D:\jdk1.6in)加入即可 。,common,path设置,,,,
233,:Knowledge,"一般不需要设置环境变量classpath的值。如果计算机安装过一些商业化的Java开发产品或带有Java技术的一些产品，安装这些产品后，classpath的值可能会被修改了。如果希望使用最新的Java运行环境,就重新设置 classpath的值。
Classpath值中的( .; ) 是指可以加载应用程序当前目录及其子目录中的类。",common,classpath设置,,,,
236,:Knowledge,"（1）使用一个文本编辑器，编写源文件。
（2）Java源程序中语句所涉及到的小括号及标点符号都是英文状态下输入的括号和标点符号，比如“大家好!”中的引号必须是英文状态下的引号，而字符串里面的符号不受汉字符或英文字符的限制。",key,编写源文件,,,,
237,:Knowledge,如果源文件中有多个类，那么只能有一个类是public类；如果有一个类是public类，那么源文件的名字必须与这个类的名字完全相同，扩展名是java；如果源文件没有public类，那么源文件的名字只要和某个类的名字相同，并且扩展名是java就可以了。,key,保存源文件,,,,
238,:Knowledge,进入逻辑分区C的chapter1目录中，使用编译器javac编译源文件,key,编译器,,,,
239,:Knowledge,一个Java应用程序必须有一个类含有public static void main（String args[ ]）方法，称这个类是应用程序的主类。,common,主类,,,,
240,:Knowledge,使用Java虚拟机中的Java解释器（java.exe）来解释执行其字节码文件。Java应用程序总是从主类的main方法开始执行。因此，需进入主类字节码所在目录，比如C:\chapter1，然后使用Java解释器（java.exe）运行主类的字节码。,key,解释器,,,,
241,:Knowledge,Allmans风格也称“独行”风格，即左、右大括号各自独占一行，如下列代码所示意 .当代码量较小时适合使用“独行”风格，代码布局清晰，可读性强,common,Allmans风格,,,,
242,:Knowledge,Kernighan风格也称“行尾”风格，即左大括号在上一行的行尾，而右大括号独占一行，如下列代码所示意。当代码量较大时不适合使用“独行”风格，因为该风格将导致代码的左半部分出现大量的左、右大括号，导致代码清晰度下降，这时应当使用“行尾”风格。,common,Kernighan风格,,,,
243,:Knowledge,"Java支持两种格式的注释：单行注释和多行注
单行注释使用“//”表示单行注释的开始，即该行中从“//”开始的后续内容为注释 .
多行注释的使用“/*”表示注释的开始，以“*/”表示注释结束。
",common,注释,,,,
246,:Knowledge,用来标识类名、变量名、方法名、类型名、数组名、文件名的有效字符序列称为标识符，简单地说，标识符就是一个名字 。,key,标识符,,,,
247,:Knowledge,"标识符由字母、下划线、美元符号和数字组成，长度不受限制。
标识符的第一个字符不能是数字字符。
标识符不能是关键字。
标识符不能是true、false和null（尽管true、false和null不是关键字）。",common,Java语言规定,,,,
248,:Knowledge,"关键字就是具有特定用途或被赋予特定意义的一些单词，不可以把关键字作为标识符来用 。
例如： boolean、byte、short、int、float、double、char、if、else等。
关键字都是小写的。遇到大写肯定不是关键字。",common,关键字,,,,
251,:Knowledge,使用关键字boolean来声明逻辑变量，声明时也可以赋给初值。,common,变量,,,,
252,:Knowledge,true、false。,common,常量,,,,
253,:Knowledge,"变量：使用关键字int来声明int型变量,声明时也可以赋给初值.
                例如： int x= 12,平均=9898,jiafei;
常量：int型常量共有三种表示方法：
十进制： 123，6000（十进制）
八进制： 077（八进制，是零开头）；
十六进制： 0x3ABC（十六进制）
对于int型变量，内存分配给4个字节（byte）,占32位.
",common,int 型,,,,
254,:Knowledge,"变量：使用关键字byte来声明byte 型变量.
例如： byte x= -12,  tom=28,  漂亮=98; 
常量：一定范围内的int型常量赋值给byte型变量.  
对于byte型内存分配给1个字节，占8位 ",common,byte 型,,,,
255,:Knowledge,"变量：使用关键字short来声明short型变量。
例如： short x=12,y=1234; 
常量：和byte型类似，Java中也不存在short型常量的表示法，但可以把一定范围内的int型常量赋值给short型变量。 
对于short型变量，内存分配给2个字节，占16位.",common,short 型,,,,
256,:Knowledge,"变量：使用关键字long来声明long型变量。
常量：long型常量用后缀L来表示，例如108L(十进制)、07123L(八进制)、 0x3ABCL(十六进制) 。 
例如： long width=12L,height=2005L,length;
对于long型变量，内存分配给8个字节，占64位。",common,long 型,,,,
257,:Knowledge,"常量：‘A’，‘b’，‘?’，‘!’，‘9’，‘好’，‘	’，‘き’，‘モ’等，即用单引号扩起的Unicode表中的一个字符。  
变量： 使用关键字char来声明char型变量，对于char型变量，内存分配给2个字节，占16位 
例如：char ch=‘A’,home=‘家’,handsome=‘酷’。",common,Char类型,,,,
258,:Knowledge,"有些字符（如回车符）不能通过键盘输入到字符串或程序中，就需要使用转意字符常量,
例如：
(换行), (退格),	(水平制表),\‘(单引号),\“(双引号),\(反斜线)等。 
Java语言使用Unicode标准字符集，最多可以识别65536个字符。",common,转意字符常量,,,,
259,:Knowledge,"常量：453.54F(小数表示法)，2e40f(2乘10的40次方，指数表示法). 
变量：使用关键字float来声明float型变量，
例如：float x=22.76f,tom=1234.987f,weight=1e-12F; 
精度:float变量在存储时保留8位有效数字。
对于float型变量，内存分配给4个字节，占32位。",common,float型,,,,
260,:Knowledge,"常量：238.539d，231.987(小数表示法)，1e-90(1乘10的-90次方，指数表示法).对于double常量，后缀有“d”或“D”，但允许省略后缀. 
变量：使用关键字double来声明double型变量， 
例如：double height=23.345,width=34.56D,length=1e12; 
对于double型变量，内存分配给8个字节，占64位 。
精度:double变量在存储double型数据时保留16位有效数字，实际精度取决于具体数值。
特别注意，一个具有小数部分的数据的缺省类型是double而不是float。所以float常量后面必须要有后缀“f”或“F”。",common,double型,,,,
261,:Knowledge,"Java中数据的基本类型(不包括逻辑类型)按精度从“低”到“高”排列：
byte  short  char  int  long  float  double ",common,类型精度排序,,,,
262,:Knowledge,"当把级别低的变量的值赋给级别高的变量时，系统自动完成数据类型的转换。
例如：float x=100; 
当把级别高的变量的值赋给级别低的变量时，必须使用显示类型转换运算。显示转换的格式：（类型名）要转换的值;例如：int x=(int)34.89; 
当把一个int型常量赋值给一个byte和short型变量时，不可以超出这些变量的取值范围，否则必须进行类型转换运算。",common,类型转换规则,,,,
264,:Knowledge,"可以使用Scanner类创建一个对象：
Scanner reader=new Scanner(System.in);
其中：reader对象调用下列方法，读取用户在命令行输入的各种基本类型数据：
nextBoolean()、 nextByte()、 nextShort()、 nextInt() 、  
nextLong()、nextFloat()、nextDouble()。
上述方法执行时都会堵塞，程序等待用户在命令行输入数据回车确认。",common,输入基本型数据,,,,
265,:Knowledge,"java使用System类中的方法实现数据输出
例如：System.out.println()或System.out.print()输出串值，表达式的值。二者的区别是前者输出数据后换行，后者不换行。如：
System.out.println(m+""个数的和为""+sum);
System.out.println("":""+123+""大于""+122);
如果需要输出的字符串的长度较长，可以将字符串分解成几部分，然后使用并置符号：“+”将它们首尾相接，
例如：System.out.println(""你好，""+""很高兴认识你"" );",common,输出基本型数据,,,,
266,:Knowledge,"DK1.5新增了和C语言中printf函数类似的输出数据的方法，格式如下：
System.out.printf(""格式控制部分""，表达式1，表达式2，…表达式n)
格式控制部分由格式控制符号：%d、%c、%f、%s和普通的字符组成，普通字符原样输出。格式符号用来输出表达式的值。
%d输出int类型数据值；%c输出char型数据；%f输出浮点型数据，小数部分最多保留6位；%s输出字符串数据。
输出数据时也可以控制数据在命令行的位置，例如：%md输出的int型数据占m列；%m.nf输出的浮点型数据占m列，小数点保留n位。
例如：System.out.printf(""%d,%f"",12, 23.78); ",common,printf输出,,,,
268,:Knowledge,"声明一维数组有下列两种格式：
数组的元素类型 数组名[];
数组的元素类型 [] 数组名; 
例如：
float boy[];
char [] cat; 
",common,声明一维数组,,,,
269,:Knowledge,"声明二维数组有下列两种格式：
数组的元素类型 数组名[][];
数组的元素类型 [][] 数组名; 
例如：
float a[][];
Char [][] b; 
",common,声明二维数组,,,,
270,:Knowledge,为数组分配元素的格式如下：数组名 = new 数组元素的类型[数组元素的个数];例如：boy = new float[4];注意：数组的声明和分配空间可以结合完成：float   boy  []=new float[4];,key,数组空间分配,,,,
271,:Knowledge,一维数组通过索引符访问自己的元素。如：boy[0]，boy[1]等。需要注意的是索引从0开始，因此，数组若有4个元素，那么索引到3为止，如果程序使用了如下语句：boy[4] = 384.98f；程序可以编译通过，但运行时将发生ArrayIndexOutOfBoundsException异常，因此在使用数组时必须谨慎，防止索引越界。,key,数组元素使用,,,,
272,:Knowledge,对于一维数组，“数组名.length”的值就是数组中元素的个数；对于二维数组“数组名.length”的值是它含有的一维数组的个数，例如： float   boy  []=new float[4]；boy.length的值为4。,key,Length字段的使用,,,,
273,:Knowledge,"创建数组后，系统会给数组的每个元素一个默认的值，例如，float型是0.0。如果需要赋值，就要为每个元素赋值：例如：float   boy  []=new float[4]；boy[0] = 12；boy[1] = 23.908F；boy[2] = 100；boy[3] = 10.23f；在声明数组的同时也可以给数组的元素一个初始值,如；float boy[] = { 21.3f,23.89f,2.0f,23f,778.98f}。",key,数组初始化,,,,
274,:Knowledge,数组属于引用型变量，两个相同类型的数组如果具有相同的引用，它们就有完全相同的元素。,key,数组的引用,,,,
277,:Knowledge,,key,逻辑类型,,,,
278,:Knowledge,,key,整数类型,,,,
279,:Knowledge,,key,字符类型,,,,
280,:Knowledge,,key,浮点类型,,,,
283,:Knowledge,,key,声明数组,,,,
295,:Knowledge,对于从小到大排序的数组，我们只要判断数据是否和数组中间的值相等，如果不相等，当该数据小于数组中间元素的值，就在数组的前一半数据中继续折半找，否则就在数组的后一半数据中继续折半找，如此这般，就可以比较快地判断该数据是否在数组中。,common,折半法,,,,
296,:Knowledge,"1．Reader类提供的read方法以字符为单位顺序地读取源中的数据。
int read()：
int read(char b[])：
int read(char b[], int off, int len)：
void close():
long skip(long numBytes):
2． Writer流以字符为单位顺序地写文件，每次调用write方法就顺序地向目的地写入内容。 Writer类有如下常用的方法。
void write(int n):  向输出流写入一个字符。
void write(byte b[]):  向输出流写入一个字符数组。
void write(byte b[],int off,int length):  从给定字符数组中起始于偏移量off处取len个字符写到输出流。
void close():  关闭输出流。",key,文件字符输入、输出流,,,,
297,:Knowledge,用Runtime 类声明一个对象( Runtime类在java.lang包) Runtime ec；然后使用该类的getRuntime()静态方法创建这个对象：ec=Runtime.getRuntime()；ec可以调用exec(String command)方法打开本地机的可执行文件或执行一个操作。,common,运行可执行文件,,,,
298,:Knowledge,"File对象主要用来获取文件本身的一些信息，不涉及对文件的读写操作。
创建一个File对象的构造方法有3个：
File(String filename);
File(String directoryPath,String filename);
File(File f, String filename);",common,File类,,,,
299,:Knowledge,"1.上转型对象不能操作子类新增的成员变量；不能调用子类新增的方法。
2.上转型对象可以访问子类继承或隐藏的成员变量，也可以调用子类继承的方法或子类重写的实例方法。
3. 如果子类重写了父类的某个实例方法后，当用上转型对象调用这个实例方法时一定是调用了子类重写的实例方法。",key,上转型对象的使用,,,,
300,:Knowledge,继承是一种由已有的类创建新类的机制。利用继承，我们可以先创建一个共有属性的一般类，根据该一般类再创建具有特殊属性的新类，新类继承一般类的状态和行为，并根据需要增加它自己的新的状态和行为。,common,继承,,,,
301,:Knowledge,由继承而得到的类称为子类。,common,子类,,,,
302,:Knowledge,被继承的类称为父类（超类）。,common,父类,,,,
303,:Knowledge,Java不支持多重继承（子类只能有一个父类）。,common,一对一,,,,
304,:Knowledge,"使用关键字extends来定义一个类的子类,格式如下：
class 子类名  extends  父类名 {
 … 
} 
例如：
class Student extends People {
 … 
}
说明：把Student类定义为People类的子类、People类是Student类的父类",common,声明子类,,,,
